Epoch 1 | Train Loss: 1.4542 | Val Loss: 0.6527
Epoch 32 | Train Loss: 0.3165 | Val Loss: 0.3069
Epoch 33 | Train Loss: 0.3405 | Val Loss: 0.3211
Epoch 34 | Train Loss: 0.3212 | Val Loss: 0.3319
Epoch 35 | Train Loss: 0.3100 | Val Loss: 0.2972
Epoch 36 | Train Loss: 0.3109 | Val Loss: 0.3124
Epoch 37 | Train Loss: 0.3198 | Val Loss: 0.3416
Epoch 38 | Train Loss: 0.3460 | Val Loss: 0.3175
Epoch 39 | Train Loss: 0.3288 | Val Loss: 0.4478
Epoch 40 | Train Loss: 0.3245 | Val Loss: 0.3355
Epoch 41 | Train Loss: 0.3043 | Val Loss: 0.3217
Epoch 42 | Train Loss: 0.3092 | Val Loss: 0.3637
Epoch 43 | Train Loss: 0.3038 | Val Loss: 0.2995
Epoch 44 | Train Loss: 0.2955 | Val Loss: 0.2781
Epoch 45 | Train Loss: 0.3019 | Val Loss: 0.2814
Epoch 46 | Train Loss: 0.2739 | Val Loss: 0.2893
Epoch 47 | Train Loss: 0.2948 | Val Loss: 0.2878
Epoch 48 | Train Loss: 0.2901 | Val Loss: 0.2968
Epoch 49 | Train Loss: 0.2821 | Val Loss: 0.3108
Epoch 50 | Train Loss: 0.3271 | Val Loss: 0.3137
Epoch 51 | Train Loss: 0.2814 | Val Loss: 0.2855
Epoch 52 | Train Loss: 0.2683 | Val Loss: 0.3037
Epoch 53 | Train Loss: 0.3097 | Val Loss: 0.3105
Epoch 54 | Train Loss: 0.2965 | Val Loss: 0.3147
Epoch 55 | Train Loss: 0.2698 | Val Loss: 0.2776
Epoch 56 | Train Loss: 0.2911 | Val Loss: 0.2951
Epoch 57 | Train Loss: 0.2926 | Val Loss: 0.2812
Epoch 58 | Train Loss: 0.3016 | Val Loss: 0.2823
Epoch 59 | Train Loss: 0.2666 | Val Loss: 0.3190
Epoch 60 | Train Loss: 0.2864 | Val Loss: 0.3342
Epoch 61 | Train Loss: 0.2657 | Val Loss: 0.2894
Epoch 62 | Train Loss: 0.2870 | Val Loss: 0.3299
Epoch 63 | Train Loss: 0.2698 | Val Loss: 0.3395
Epoch 64 | Train Loss: 0.2735 | Val Loss: 0.3085
Epoch 65 | Train Loss: 0.3040 | Val Loss: 0.2856
Epoch 66 | Train Loss: 0.2582 | Val Loss: 0.3162
Epoch 67 | Train Loss: 0.2617 | Val Loss: 0.2884
Epoch 68 | Train Loss: 0.2503 | Val Loss: 0.2914
Epoch 69 | Train Loss: 0.2672 | Val Loss: 0.2772
Epoch 70 | Train Loss: 0.2581 | Val Loss: 0.2973
Epoch 71 | Train Loss: 0.2601 | Val Loss: 0.2784
Epoch 72 | Train Loss: 0.2480 | Val Loss: 0.3143
Epoch 73 | Train Loss: 0.2519 | Val Loss: 0.2819
Epoch 74 | Train Loss: 0.2549 | Val Loss: 0.2955
Epoch 75 | Train Loss: 0.2297 | Val Loss: 0.3161
Epoch 76 | Train Loss: 0.2611 | Val Loss: 0.3569
Epoch 77 | Train Loss: 0.2825 | Val Loss: 0.2750
Epoch 78 | Train Loss: 0.3125 | Val Loss: 0.2829
Epoch 79 | Train Loss: 0.2571 | Val Loss: 0.4194
Epoch 80 | Train Loss: 0.2616 | Val Loss: 0.3058
Epoch 81 | Train Loss: 0.2735 | Val Loss: 0.3291
Epoch 82 | Train Loss: 0.2715 | Val Loss: 0.3921
Epoch 83 | Train Loss: 0.2663 | Val Loss: 0.2810
Epoch 84 | Train Loss: 0.2641 | Val Loss: 0.2694
Epoch 85 | Train Loss: 0.2385 | Val Loss: 0.2918
Epoch 86 | Train Loss: 0.2481 | Val Loss: 0.2932
Epoch 87 | Train Loss: 0.2363 | Val Loss: 0.3118
Epoch 88 | Train Loss: 0.2655 | Val Loss: 0.3451
Epoch 89 | Train Loss: 0.2867 | Val Loss: 0.4152
Epoch 90 | Train Loss: 0.2728 | Val Loss: 0.2967
Epoch 91 | Train Loss: 0.2403 | Val Loss: 0.2934
Epoch 92 | Train Loss: 0.2366 | Val Loss: 0.2742
Epoch 93 | Train Loss: 0.2271 | Val Loss: 0.2918
Epoch 94 | Train Loss: 0.2814 | Val Loss: 0.3413
Epoch 95 | Train Loss: 0.2586 | Val Loss: 0.2869
Epoch 96 | Train Loss: 0.2545 | Val Loss: 0.2994
Epoch 97 | Train Loss: 0.2659 | Val Loss: 0.3060
Epoch 98 | Train Loss: 0.2496 | Val Loss: 0.2975
Epoch 99 | Train Loss: 0.2500 | Val Loss: 0.2755
Epoch 100 | Train Loss: 0.2192 | Val Loss: 0.2901

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:144: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  876
❌ Incorrect predictions:  135
 Total tested images: 1011
 Accuracy: 86.64688427299704%
