Epoch 1 | Train Loss: 1.3162 | Val Loss: 0.6962
Epoch 85 | Train Loss: 0.0980 | Val Loss: 0.6647
Epoch 86 | Train Loss: 0.0964 | Val Loss: 0.3537
Epoch 87 | Train Loss: 0.0556 | Val Loss: 0.4867
Epoch 88 | Train Loss: 0.0922 | Val Loss: 0.3397
Epoch 89 | Train Loss: 0.0782 | Val Loss: 0.4156
Epoch 90 | Train Loss: 0.0858 | Val Loss: 0.4404
Epoch 91 | Train Loss: 0.0622 | Val Loss: 0.4906
Epoch 92 | Train Loss: 0.0774 | Val Loss: 0.3988
Epoch 93 | Train Loss: 0.0921 | Val Loss: 0.5177
Epoch 94 | Train Loss: 0.0871 | Val Loss: 0.4581
Epoch 95 | Train Loss: 0.0537 | Val Loss: 0.3709
Epoch 96 | Train Loss: 0.0935 | Val Loss: 0.4797
Epoch 97 | Train Loss: 0.0982 | Val Loss: 0.4014
Epoch 98 | Train Loss: 0.1059 | Val Loss: 0.3728
Epoch 99 | Train Loss: 0.1276 | Val Loss: 0.3673
Epoch 100 | Train Loss: 0.0991 | Val Loss: 0.4801

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:143: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  944
❌ Incorrect predictions:  67
 Total tested images: 1011
 Accuracy: 93.3728981206726%
