Epoch 1 | Train Loss: 1.0264 | Val Loss: 0.8848
Epoch 52 | Train Loss: 0.1825 | Val Loss: 0.2917
Epoch 53 | Train Loss: 0.1772 | Val Loss: 0.2887
Epoch 54 | Train Loss: 0.1943 | Val Loss: 0.3232
Epoch 55 | Train Loss: 0.1639 | Val Loss: 0.2993
Epoch 56 | Train Loss: 0.1550 | Val Loss: 0.3526
Epoch 57 | Train Loss: 0.1794 | Val Loss: 0.2959
Epoch 58 | Train Loss: 0.1622 | Val Loss: 0.3141
Epoch 59 | Train Loss: 0.1501 | Val Loss: 0.2866
Epoch 60 | Train Loss: 0.1451 | Val Loss: 0.2920
Epoch 61 | Train Loss: 0.1425 | Val Loss: 0.2882
Epoch 62 | Train Loss: 0.1468 | Val Loss: 0.2816
Epoch 63 | Train Loss: 0.1433 | Val Loss: 0.2856
Epoch 64 | Train Loss: 0.1280 | Val Loss: 0.2828
Epoch 65 | Train Loss: 0.1331 | Val Loss: 0.3027
Epoch 66 | Train Loss: 0.1299 | Val Loss: 0.2904
Epoch 67 | Train Loss: 0.1227 | Val Loss: 0.3123
Epoch 68 | Train Loss: 0.1303 | Val Loss: 0.3435
Epoch 69 | Train Loss: 0.1216 | Val Loss: 0.3093
Epoch 70 | Train Loss: 0.1186 | Val Loss: 0.3279
Epoch 71 | Train Loss: 0.1155 | Val Loss: 0.2927
Epoch 72 | Train Loss: 0.1235 | Val Loss: 0.3048
Epoch 73 | Train Loss: 0.1173 | Val Loss: 0.2950
Epoch 74 | Train Loss: 0.1058 | Val Loss: 0.2937
Epoch 75 | Train Loss: 0.1168 | Val Loss: 0.3115
Epoch 76 | Train Loss: 0.1059 | Val Loss: 0.2972
Epoch 77 | Train Loss: 0.0964 | Val Loss: 0.2872
Epoch 78 | Train Loss: 0.1000 | Val Loss: 0.3063
Epoch 79 | Train Loss: 0.1000 | Val Loss: 0.2946
Epoch 80 | Train Loss: 0.0931 | Val Loss: 0.3097
Epoch 81 | Train Loss: 0.0823 | Val Loss: 0.3025
Epoch 82 | Train Loss: 0.0928 | Val Loss: 0.2961
Epoch 83 | Train Loss: 0.0999 | Val Loss: 0.2998
Epoch 84 | Train Loss: 0.0813 | Val Loss: 0.3162
Epoch 85 | Train Loss: 0.0832 | Val Loss: 0.3065
Epoch 86 | Train Loss: 0.0745 | Val Loss: 0.3220
Epoch 87 | Train Loss: 0.0750 | Val Loss: 0.3155
Epoch 88 | Train Loss: 0.0675 | Val Loss: 0.3213
Epoch 89 | Train Loss: 0.0742 | Val Loss: 0.3277
Epoch 90 | Train Loss: 0.0643 | Val Loss: 0.3310
Epoch 91 | Train Loss: 0.0677 | Val Loss: 0.3358
Epoch 92 | Train Loss: 0.0816 | Val Loss: 0.3418
Epoch 93 | Train Loss: 0.0659 | Val Loss: 0.3219
Epoch 94 | Train Loss: 0.0634 | Val Loss: 0.3297
Epoch 95 | Train Loss: 0.0619 | Val Loss: 0.3236
Epoch 96 | Train Loss: 0.0580 | Val Loss: 0.3237
Epoch 97 | Train Loss: 0.0572 | Val Loss: 0.3317
Epoch 98 | Train Loss: 0.0511 | Val Loss: 0.3327
Epoch 99 | Train Loss: 0.0520 | Val Loss: 0.3545
Epoch 100 | Train Loss: 0.0543 | Val Loss: 0.3419

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:144: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  938
❌ Incorrect predictions:  73
 Total tested images: 1011
 Accuracy: 92.77942631058357%
