Epoch 1 | Train Loss: 1.0477 | Val Loss: 0.9480
Epoch 81 | Train Loss: 0.1258 | Val Loss: 0.2247
Epoch 82 | Train Loss: 0.1289 | Val Loss: 0.2284
Epoch 83 | Train Loss: 0.1176 | Val Loss: 0.2267
Epoch 84 | Train Loss: 0.1175 | Val Loss: 0.2324
Epoch 85 | Train Loss: 0.1344 | Val Loss: 0.2427
Epoch 86 | Train Loss: 0.1314 | Val Loss: 0.2694
Epoch 87 | Train Loss: 0.1234 | Val Loss: 0.2151
Epoch 88 | Train Loss: 0.1126 | Val Loss: 0.2164
Epoch 89 | Train Loss: 0.1150 | Val Loss: 0.2171
Epoch 90 | Train Loss: 0.1149 | Val Loss: 0.2180
Epoch 91 | Train Loss: 0.1015 | Val Loss: 0.2251
Epoch 92 | Train Loss: 0.1065 | Val Loss: 0.2284
Epoch 93 | Train Loss: 0.1091 | Val Loss: 0.2404
Epoch 94 | Train Loss: 0.1163 | Val Loss: 0.2278
Epoch 95 | Train Loss: 0.1140 | Val Loss: 0.2547
Epoch 96 | Train Loss: 0.0909 | Val Loss: 0.2212
Epoch 97 | Train Loss: 0.0956 | Val Loss: 0.2188
Epoch 98 | Train Loss: 0.0988 | Val Loss: 0.2393
Epoch 99 | Train Loss: 0.0990 | Val Loss: 0.2171
Epoch 100 | Train Loss: 0.0944 | Val Loss: 0.2243

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:144: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  934
❌ Incorrect predictions:  77
 Total tested images: 1011
 Accuracy: 92.3837784371909%
