Epoch 1 | Train Loss: 1.0412 | Val Loss: 0.9808
Epoch 33 | Train Loss: 0.2688 | Val Loss: 0.4237
Epoch 34 | Train Loss: 0.2550 | Val Loss: 0.4061
Epoch 35 | Train Loss: 0.2483 | Val Loss: 0.4237
Epoch 36 | Train Loss: 0.2477 | Val Loss: 0.4080
Epoch 37 | Train Loss: 0.2433 | Val Loss: 0.4007
Epoch 38 | Train Loss: 0.2347 | Val Loss: 0.4134
Epoch 39 | Train Loss: 0.2264 | Val Loss: 0.4068
Epoch 40 | Train Loss: 0.2260 | Val Loss: 0.4201
Epoch 41 | Train Loss: 0.2284 | Val Loss: 0.4031
Epoch 42 | Train Loss: 0.2288 | Val Loss: 0.4036
Epoch 43 | Train Loss: 0.2207 | Val Loss: 0.3912
Epoch 44 | Train Loss: 0.2080 | Val Loss: 0.4106
Epoch 45 | Train Loss: 0.2122 | Val Loss: 0.4135
Epoch 46 | Train Loss: 0.2079 | Val Loss: 0.4041
Epoch 47 | Train Loss: 0.2031 | Val Loss: 0.4171
Epoch 48 | Train Loss: 0.2064 | Val Loss: 0.4143
Epoch 49 | Train Loss: 0.2005 | Val Loss: 0.4031
Epoch 50 | Train Loss: 0.1832 | Val Loss: 0.4532
Epoch 51 | Train Loss: 0.2041 | Val Loss: 0.4004
Epoch 52 | Train Loss: 0.1903 | Val Loss: 0.3914
Epoch 53 | Train Loss: 0.1824 | Val Loss: 0.3822
Epoch 54 | Train Loss: 0.1808 | Val Loss: 0.3832
Epoch 55 | Train Loss: 0.1797 | Val Loss: 0.3869
Epoch 56 | Train Loss: 0.1769 | Val Loss: 0.3854
Epoch 57 | Train Loss: 0.1689 | Val Loss: 0.3814
Epoch 58 | Train Loss: 0.1747 | Val Loss: 0.3883
Epoch 59 | Train Loss: 0.1648 | Val Loss: 0.3956
Epoch 60 | Train Loss: 0.1658 | Val Loss: 0.3973
Epoch 61 | Train Loss: 0.1591 | Val Loss: 0.3679
Epoch 62 | Train Loss: 0.1509 | Val Loss: 0.3764
Epoch 63 | Train Loss: 0.1514 | Val Loss: 0.4146
Epoch 64 | Train Loss: 0.1478 | Val Loss: 0.3776
Epoch 65 | Train Loss: 0.1438 | Val Loss: 0.3893
Epoch 66 | Train Loss: 0.1451 | Val Loss: 0.3907
Epoch 67 | Train Loss: 0.1463 | Val Loss: 0.3820
Epoch 68 | Train Loss: 0.1369 | Val Loss: 0.3927
Epoch 69 | Train Loss: 0.1428 | Val Loss: 0.4066
Epoch 70 | Train Loss: 0.1389 | Val Loss: 0.3762
Epoch 71 | Train Loss: 0.1394 | Val Loss: 0.4026
Epoch 72 | Train Loss: 0.1289 | Val Loss: 0.3751
Epoch 73 | Train Loss: 0.1258 | Val Loss: 0.3935
Epoch 74 | Train Loss: 0.1221 | Val Loss: 0.3816
Epoch 75 | Train Loss: 0.1197 | Val Loss: 0.3865
Epoch 76 | Train Loss: 0.1198 | Val Loss: 0.3817
Epoch 77 | Train Loss: 0.1293 | Val Loss: 0.4049
Epoch 78 | Train Loss: 0.1259 | Val Loss: 0.3806
Epoch 79 | Train Loss: 0.1232 | Val Loss: 0.4374
Epoch 80 | Train Loss: 0.1116 | Val Loss: 0.3790
Epoch 81 | Train Loss: 0.1044 | Val Loss: 0.4184
Epoch 82 | Train Loss: 0.1119 | Val Loss: 0.4019
Epoch 83 | Train Loss: 0.0995 | Val Loss: 0.4143
Epoch 84 | Train Loss: 0.1018 | Val Loss: 0.3970
Epoch 85 | Train Loss: 0.1056 | Val Loss: 0.3926
Epoch 86 | Train Loss: 0.1022 | Val Loss: 0.4385
Epoch 87 | Train Loss: 0.1015 | Val Loss: 0.4048
Epoch 88 | Train Loss: 0.1013 | Val Loss: 0.4015
Epoch 89 | Train Loss: 0.0967 | Val Loss: 0.3864
Epoch 90 | Train Loss: 0.0921 | Val Loss: 0.4061
Epoch 91 | Train Loss: 0.0889 | Val Loss: 0.3963
Epoch 92 | Train Loss: 0.0807 | Val Loss: 0.3991
Epoch 93 | Train Loss: 0.0824 | Val Loss: 0.4452
Epoch 94 | Train Loss: 0.0908 | Val Loss: 0.4134
Epoch 95 | Train Loss: 0.0881 | Val Loss: 0.3999
Epoch 96 | Train Loss: 0.0778 | Val Loss: 0.4048
Epoch 97 | Train Loss: 0.0795 | Val Loss: 0.4413
Epoch 98 | Train Loss: 0.0815 | Val Loss: 0.4330
Epoch 99 | Train Loss: 0.0772 | Val Loss: 0.4068
Epoch 100 | Train Loss: 0.0675 | Val Loss: 0.4093

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:144: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  941
❌ Incorrect predictions:  70
 Total tested images: 1011
 Accuracy: 93.07616221562809%
