Epoch 1 | Train Loss: 0.8563 | Val Loss: 0.6396
Epoch 44 | Train Loss: 0.0900 | Val Loss: 0.2534
Epoch 45 | Train Loss: 0.0872 | Val Loss: 0.2902
Epoch 46 | Train Loss: 0.0833 | Val Loss: 0.3034
Epoch 47 | Train Loss: 0.0800 | Val Loss: 0.2709
Epoch 48 | Train Loss: 0.0728 | Val Loss: 0.2746
Epoch 49 | Train Loss: 0.0773 | Val Loss: 0.2598
Epoch 50 | Train Loss: 0.0933 | Val Loss: 0.3461
Epoch 51 | Train Loss: 0.0685 | Val Loss: 0.2466
Epoch 52 | Train Loss: 0.0623 | Val Loss: 0.2581
Epoch 53 | Train Loss: 0.0612 | Val Loss: 0.3111
Epoch 54 | Train Loss: 0.0648 | Val Loss: 0.2591
Epoch 55 | Train Loss: 0.0570 | Val Loss: 0.2786
Epoch 56 | Train Loss: 0.0583 | Val Loss: 0.2849
Epoch 57 | Train Loss: 0.0535 | Val Loss: 0.2297
Epoch 58 | Train Loss: 0.0515 | Val Loss: 0.2695
Epoch 59 | Train Loss: 0.0447 | Val Loss: 0.2673
Epoch 60 | Train Loss: 0.0474 | Val Loss: 0.2703
Epoch 61 | Train Loss: 0.0485 | Val Loss: 0.2557
Epoch 62 | Train Loss: 0.0488 | Val Loss: 0.2597
Epoch 63 | Train Loss: 0.0397 | Val Loss: 0.2548
Epoch 64 | Train Loss: 0.0466 | Val Loss: 0.2493
Epoch 65 | Train Loss: 0.0415 | Val Loss: 0.2483
Epoch 66 | Train Loss: 0.0496 | Val Loss: 0.3042
Epoch 67 | Train Loss: 0.0436 | Val Loss: 0.2494
Epoch 68 | Train Loss: 0.0433 | Val Loss: 0.3224
Epoch 69 | Train Loss: 0.0325 | Val Loss: 0.2982
Epoch 70 | Train Loss: 0.0360 | Val Loss: 0.2893
Epoch 71 | Train Loss: 0.0316 | Val Loss: 0.2700
Epoch 72 | Train Loss: 0.0423 | Val Loss: 0.2523
Epoch 73 | Train Loss: 0.0345 | Val Loss: 0.2623
Epoch 74 | Train Loss: 0.0339 | Val Loss: 0.2526
Epoch 75 | Train Loss: 0.0263 | Val Loss: 0.3206
Epoch 76 | Train Loss: 0.0283 | Val Loss: 0.2592
Epoch 77 | Train Loss: 0.0349 | Val Loss: 0.2516
Epoch 78 | Train Loss: 0.0347 | Val Loss: 0.2765
Epoch 79 | Train Loss: 0.0293 | Val Loss: 0.3300
Epoch 80 | Train Loss: 0.0289 | Val Loss: 0.2699
Epoch 81 | Train Loss: 0.0264 | Val Loss: 0.3347
Epoch 82 | Train Loss: 0.0217 | Val Loss: 0.2837
Epoch 83 | Train Loss: 0.0165 | Val Loss: 0.3439
Epoch 84 | Train Loss: 0.0279 | Val Loss: 0.2854
Epoch 85 | Train Loss: 0.0262 | Val Loss: 0.2794
Epoch 86 | Train Loss: 0.0314 | Val Loss: 0.2936
Epoch 87 | Train Loss: 0.0283 | Val Loss: 0.2854
Epoch 88 | Train Loss: 0.0203 | Val Loss: 0.3479
Epoch 89 | Train Loss: 0.0268 | Val Loss: 0.2771
Epoch 90 | Train Loss: 0.0172 | Val Loss: 0.2730
Epoch 91 | Train Loss: 0.0169 | Val Loss: 0.2908
Epoch 92 | Train Loss: 0.0205 | Val Loss: 0.2607
Epoch 93 | Train Loss: 0.0227 | Val Loss: 0.2857
Epoch 94 | Train Loss: 0.0213 | Val Loss: 0.2516
Epoch 95 | Train Loss: 0.0172 | Val Loss: 0.2847
Epoch 96 | Train Loss: 0.0182 | Val Loss: 0.3073
Epoch 97 | Train Loss: 0.0221 | Val Loss: 0.3119
Epoch 98 | Train Loss: 0.0276 | Val Loss: 0.3559
Epoch 99 | Train Loss: 0.0204 | Val Loss: 0.3651
Epoch 100 | Train Loss: 0.0226 | Val Loss: 0.2868

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:144: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  958
❌ Incorrect predictions:  53
 Total tested images: 1011
 Accuracy: 94.75766567754698%
