Epoch 1 | Train Loss: 0.6829 | Val Loss: 0.5255
Epoch 78 | Train Loss: 0.0004 | Val Loss: 0.4231
Epoch 79 | Train Loss: 0.0027 | Val Loss: 0.4467
Epoch 80 | Train Loss: 0.0056 | Val Loss: 0.3192
Epoch 81 | Train Loss: 0.0038 | Val Loss: 0.3110
Epoch 82 | Train Loss: 0.0036 | Val Loss: 0.3761
Epoch 83 | Train Loss: 0.0034 | Val Loss: 0.3776
Epoch 84 | Train Loss: 0.0094 | Val Loss: 0.3412
Epoch 85 | Train Loss: 0.0192 | Val Loss: 0.4257
Epoch 86 | Train Loss: 0.0071 | Val Loss: 0.5031
Epoch 87 | Train Loss: 0.0200 | Val Loss: 0.3843
Epoch 88 | Train Loss: 0.0069 | Val Loss: 0.3781
Epoch 89 | Train Loss: 0.0114 | Val Loss: 0.3095
Epoch 90 | Train Loss: 0.0145 | Val Loss: 0.5145
Epoch 91 | Train Loss: 0.0062 | Val Loss: 0.3188
Epoch 92 | Train Loss: 0.0031 | Val Loss: 0.3561
Epoch 93 | Train Loss: 0.0044 | Val Loss: 0.4148
Epoch 94 | Train Loss: 0.0025 | Val Loss: 0.4193
Epoch 95 | Train Loss: 0.0016 | Val Loss: 0.4335
Epoch 96 | Train Loss: 0.0010 | Val Loss: 0.4901
Epoch 97 | Train Loss: 0.0088 | Val Loss: 0.3419
Epoch 98 | Train Loss: 0.0054 | Val Loss: 0.3944
Epoch 99 | Train Loss: 0.0038 | Val Loss: 0.4083
Epoch 100 | Train Loss: 0.0061 | Val Loss: 0.3134

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:143: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  971
❌ Incorrect predictions:  40
 Total tested images: 1011
 Accuracy: 96.0435212660732%
