Epoch 1 | Train Loss: 0.9372 | Val Loss: 0.7406
Epoch 39 | Train Loss: 0.1655 | Val Loss: 0.2698
Epoch 40 | Train Loss: 0.1604 | Val Loss: 0.2841
Epoch 41 | Train Loss: 0.1405 | Val Loss: 0.2748
Epoch 42 | Train Loss: 0.1422 | Val Loss: 0.2778
Epoch 43 | Train Loss: 0.1421 | Val Loss: 0.2876
Epoch 44 | Train Loss: 0.1440 | Val Loss: 0.2853
Epoch 45 | Train Loss: 0.1312 | Val Loss: 0.2851
Epoch 46 | Train Loss: 0.1196 | Val Loss: 0.3074
Epoch 47 | Train Loss: 0.1177 | Val Loss: 0.3281
Epoch 48 | Train Loss: 0.1314 | Val Loss: 0.3046
Epoch 49 | Train Loss: 0.1248 | Val Loss: 0.2887
Epoch 50 | Train Loss: 0.1251 | Val Loss: 0.2906
Epoch 51 | Train Loss: 0.1104 | Val Loss: 0.2829
Epoch 52 | Train Loss: 0.1008 | Val Loss: 0.3139
Epoch 53 | Train Loss: 0.1049 | Val Loss: 0.2880
Epoch 54 | Train Loss: 0.1033 | Val Loss: 0.2845
Epoch 55 | Train Loss: 0.1098 | Val Loss: 0.2881
Epoch 56 | Train Loss: 0.0962 | Val Loss: 0.2784
Epoch 57 | Train Loss: 0.1003 | Val Loss: 0.2898
Epoch 58 | Train Loss: 0.0875 | Val Loss: 0.2999
Epoch 59 | Train Loss: 0.0953 | Val Loss: 0.2906
Epoch 60 | Train Loss: 0.0959 | Val Loss: 0.3012
Epoch 61 | Train Loss: 0.0852 | Val Loss: 0.3084
Epoch 62 | Train Loss: 0.0859 | Val Loss: 0.2796
Epoch 63 | Train Loss: 0.0911 | Val Loss: 0.3442
Epoch 64 | Train Loss: 0.0824 | Val Loss: 0.2955
Epoch 65 | Train Loss: 0.0651 | Val Loss: 0.2992
Epoch 66 | Train Loss: 0.0813 | Val Loss: 0.2962
Epoch 67 | Train Loss: 0.0770 | Val Loss: 0.3017
Epoch 68 | Train Loss: 0.0769 | Val Loss: 0.2866
Epoch 69 | Train Loss: 0.0823 | Val Loss: 0.2958
Epoch 70 | Train Loss: 0.0720 | Val Loss: 0.3341
Epoch 71 | Train Loss: 0.0718 | Val Loss: 0.2841
Epoch 72 | Train Loss: 0.0749 | Val Loss: 0.3034
Epoch 73 | Train Loss: 0.0745 | Val Loss: 0.3052
Epoch 74 | Train Loss: 0.0680 | Val Loss: 0.2884
Epoch 75 | Train Loss: 0.0605 | Val Loss: 0.3113
Epoch 76 | Train Loss: 0.0605 | Val Loss: 0.3079
Epoch 77 | Train Loss: 0.0566 | Val Loss: 0.3117
Epoch 78 | Train Loss: 0.0667 | Val Loss: 0.2986
Epoch 79 | Train Loss: 0.0555 | Val Loss: 0.3765
Epoch 80 | Train Loss: 0.0534 | Val Loss: 0.3103
Epoch 81 | Train Loss: 0.0658 | Val Loss: 0.3311
Epoch 82 | Train Loss: 0.0530 | Val Loss: 0.3148
Epoch 83 | Train Loss: 0.0470 | Val Loss: 0.3243
Epoch 84 | Train Loss: 0.0538 | Val Loss: 0.3135
Epoch 85 | Train Loss: 0.0543 | Val Loss: 0.3565
Epoch 86 | Train Loss: 0.0717 | Val Loss: 0.3044
Epoch 87 | Train Loss: 0.0551 | Val Loss: 0.3056
Epoch 88 | Train Loss: 0.0469 | Val Loss: 0.3165
Epoch 89 | Train Loss: 0.0520 | Val Loss: 0.3067
Epoch 90 | Train Loss: 0.0479 | Val Loss: 0.3509
Epoch 91 | Train Loss: 0.0504 | Val Loss: 0.3437
Epoch 92 | Train Loss: 0.0381 | Val Loss: 0.3319
Epoch 93 | Train Loss: 0.0428 | Val Loss: 0.3412
Epoch 94 | Train Loss: 0.0411 | Val Loss: 0.3584
Epoch 95 | Train Loss: 0.0522 | Val Loss: 0.3244
Epoch 96 | Train Loss: 0.0555 | Val Loss: 0.3423
Epoch 97 | Train Loss: 0.0367 | Val Loss: 0.3231
Epoch 98 | Train Loss: 0.0357 | Val Loss: 0.3550
Epoch 99 | Train Loss: 0.0368 | Val Loss: 0.3397
Epoch 100 | Train Loss: 0.0447 | Val Loss: 0.3635

🔍 Testing on separate test set...
/nfs/homes/sdreyer/Digit-Classification-Pytorch/ClassSweep.py:144: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  classifier.load_state_dict(torch.load(model_path, map_location=device))
✅ Correct predictions:  949
❌ Incorrect predictions:  62
 Total tested images: 1011
 Accuracy: 93.86745796241345%
